u,k,exceedance_rate,xi,beta,modified_scale,endpoint,z1000
0.0,13774.0,0.14339701212846806,-0.1937168269443883,0.3587245953089295,0.3587245953089295,1.851798839405475,1.1441208277942583
0.0,13774.0,0.14339701212846806,-0.1937168269443883,0.3587245953089295,0.3587245953089295,1.851798839405475,1.1441208277942583
0.0,13774.0,0.14339701212846806,-0.1937168269443883,0.3587245953089295,0.3587245953089295,1.851798839405475,1.1441208277942583
0.0,13774.0,0.14339701212846806,-0.1937168269443883,0.3587245953089295,0.3587245953089295,1.851798839405475,1.1441208277942583
0.0,13774.0,0.14339701212846806,-0.1937168269443883,0.3587245953089295,0.3587245953089295,1.851798839405475,1.1441208277942583
0.0,13774.0,0.14339701212846806,-0.1937168269443883,0.3587245953089295,0.3587245953089295,1.851798839405475,1.1441208277942583
0.0,13774.0,0.14339701212846806,-0.1937168269443883,0.3587245953089295,0.3587245953089295,1.851798839405475,1.1441208277942583
0.0,13774.0,0.14339701212846806,-0.1937168269443883,0.3587245953089295,0.3587245953089295,1.851798839405475,1.1441208277942583
0.0,13774.0,0.14339701212846806,-0.1937168269443883,0.3587245953089295,0.3587245953089295,1.851798839405475,1.1441208277942583
0.0,13774.0,0.14339701212846806,-0.1937168269443883,0.3587245953089295,0.3587245953089295,1.851798839405475,1.1441208277942583
0.0,13774.0,0.14339701212846806,-0.1937168269443883,0.3587245953089295,0.3587245953089295,1.851798839405475,1.1441208277942583
0.0,13774.0,0.14339701212846806,-0.1937168269443883,0.3587245953089295,0.3587245953089295,1.851798839405475,1.1441208277942583
0.0,13774.0,0.14339701212846806,-0.1937168269443883,0.3587245953089295,0.3587245953089295,1.851798839405475,1.1441208277942583
0.0,13774.0,0.14339701212846806,-0.1937168269443883,0.3587245953089295,0.3587245953089295,1.851798839405475,1.1441208277942583
0.0,13774.0,0.14339701212846806,-0.1937168269443883,0.3587245953089295,0.3587245953089295,1.851798839405475,1.1441208277942583
0.0,13774.0,0.14339701212846806,-0.1937168269443883,0.3587245953089295,0.3587245953089295,1.851798839405475,1.1441208277942583
0.0,13774.0,0.14339701212846806,-0.1937168269443883,0.3587245953089295,0.3587245953089295,1.851798839405475,1.1441208277942583
0.0,13774.0,0.14339701212846806,-0.1937168269443883,0.3587245953089295,0.3587245953089295,1.851798839405475,1.1441208277942583
0.0,13774.0,0.14339701212846806,-0.1937168269443883,0.3587245953089295,0.3587245953089295,1.851798839405475,1.1441208277942583
0.0,13774.0,0.14339701212846806,-0.1937168269443883,0.3587245953089295,0.3587245953089295,1.851798839405475,1.1441208277942583
0.0,13774.0,0.14339701212846806,-0.1937168269443883,0.3587245953089295,0.3587245953089295,1.851798839405475,1.1441208277942583
0.0,13774.0,0.14339701212846806,-0.1937168269443883,0.3587245953089295,0.3587245953089295,1.851798839405475,1.1441208277942583
0.0,13774.0,0.14339701212846806,-0.1937168269443883,0.3587245953089295,0.3587245953089295,1.851798839405475,1.1441208277942583
0.0,13774.0,0.14339701212846806,-0.1937168269443883,0.3587245953089295,0.3587245953089295,1.851798839405475,1.1441208277942583
0.0,13774.0,0.14339701212846806,-0.1937168269443883,0.3587245953089295,0.3587245953089295,1.851798839405475,1.1441208277942583
0.0,13774.0,0.14339701212846806,-0.1937168269443883,0.3587245953089295,0.3587245953089295,1.851798839405475,1.1441208277942583
0.0,13774.0,0.14339701212846806,-0.1937168269443883,0.3587245953089295,0.3587245953089295,1.851798839405475,1.1441208277942583
0.0,13774.0,0.14339701212846806,-0.1937168269443883,0.3587245953089295,0.3587245953089295,1.851798839405475,1.1441208277942583
0.0,13774.0,0.14339701212846806,-0.1937168269443883,0.3587245953089295,0.3587245953089295,1.851798839405475,1.1441208277942583
0.0,13774.0,0.14339701212846806,-0.1937168269443883,0.3587245953089295,0.3587245953089295,1.851798839405475,1.1441208277942583
0.0,13774.0,0.14339701212846806,-0.1937168269443883,0.3587245953089295,0.3587245953089295,1.851798839405475,1.1441208277942583
0.0,13774.0,0.14339701212846806,-0.1937168269443883,0.3587245953089295,0.3587245953089295,1.851798839405475,1.1441208277942583
0.0,13774.0,0.14339701212846806,-0.1937168269443883,0.3587245953089295,0.3587245953089295,1.851798839405475,1.1441208277942583
0.0,13774.0,0.14339701212846806,-0.1937168269443883,0.3587245953089295,0.3587245953089295,1.851798839405475,1.1441208277942583
0.0,13774.0,0.14339701212846806,-0.1937168269443883,0.3587245953089295,0.3587245953089295,1.851798839405475,1.1441208277942583
0.0,13774.0,0.14339701212846806,-0.1937168269443883,0.3587245953089295,0.3587245953089295,1.851798839405475,1.1441208277942583
0.0,13774.0,0.14339701212846806,-0.1937168269443883,0.3587245953089295,0.3587245953089295,1.851798839405475,1.1441208277942583
0.0,13774.0,0.14339701212846806,-0.1937168269443883,0.3587245953089295,0.3587245953089295,1.851798839405475,1.1441208277942583
0.0,13774.0,0.14339701212846806,-0.1937168269443883,0.3587245953089295,0.3587245953089295,1.851798839405475,1.1441208277942583
0.0,13774.0,0.14339701212846806,-0.1937168269443883,0.3587245953089295,0.3587245953089295,1.851798839405475,1.1441208277942583
0.0,13774.0,0.14339701212846806,-0.1937168269443883,0.3587245953089295,0.3587245953089295,1.851798839405475,1.1441208277942583
0.0,13774.0,0.14339701212846806,-0.1937168269443883,0.3587245953089295,0.3587245953089295,1.851798839405475,1.1441208277942583
0.0,13774.0,0.14339701212846806,-0.1937168269443883,0.3587245953089295,0.3587245953089295,1.851798839405475,1.1441208277942583
0.0,13774.0,0.14339701212846806,-0.1937168269443883,0.3587245953089295,0.3587245953089295,1.851798839405475,1.1441208277942583
0.0,13774.0,0.14339701212846806,-0.1937168269443883,0.3587245953089295,0.3587245953089295,1.851798839405475,1.1441208277942583
0.0,13774.0,0.14339701212846806,-0.1937168269443883,0.3587245953089295,0.3587245953089295,1.851798839405475,1.1441208277942583
0.0,13774.0,0.14339701212846806,-0.1937168269443883,0.3587245953089295,0.3587245953089295,1.851798839405475,1.1441208277942583
0.0,13774.0,0.14339701212846806,-0.1937168269443883,0.3587245953089295,0.3587245953089295,1.851798839405475,1.1441208277942583
0.0,13774.0,0.14339701212846806,-0.1937168269443883,0.3587245953089295,0.3587245953089295,1.851798839405475,1.1441208277942583
